Country,Gender,Compensation: midpoint,Employment Status
Germany,Male,10000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,Rather not say,Freelance / Contractor
Germany,Male,50000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,30000,Freelance / Contractor
Greece,Male,10000,Employed full-time
Greece,Male,10000,Employed full-time
Greece,Male,30000,Freelance / Contractor
Greece,Male,10000,Employed full-time
Greece,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,Rather not say,Employed full-time
India,Male,10000,Employed full-time
India,Male,70000,Employed full-time
India,Male,10000,Employed full-time
India,Female,30000,Employed full-time
India,Female,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Freelance / Contractor
India,Female,10000,Employed full-time
India,Female,Unemployed,Employed full-time
India,Male,10000,Employed full-time
India,Female,Unemployed,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
Iran,Male,Rather not say,Employed full-time
Iran,Male,Rather not say,Employed full-time
Iran,Male,10000,Employed full-time
Iran,Male,50000,Freelance / Contractor
Ireland {Republic},Male,Rather not say,Freelance / Contractor
Ireland {Republic},Male,50000,Employed full-time
Israel,Male,70000,Employed full-time
Italy,Male,30000,Freelance / Contractor
Italy,Male,,Employed full-time
Korea South,Male,Rather not say,Employed full-time
Malta,Male,10000,Employed full-time
Mexico,Female,10000,Employed full-time
Mexico,Male,10000,Other
Moldova,Male,10000,Freelance / Contractor
Morocco,Male,10000,Freelance / Contractor
Nepal,Male,Rather not say,Employed full-time
Netherlands,Male,30000,Employed full-time
Netherlands,Male,30000,Employed full-time
Netherlands,Male,30000,Employed full-time
New Zealand,Male,50000,Employed part-time
New Zealand,Male,30000,Employed full-time
Nicaragua,Female,10000,Employed full-time
Norway,Male,10000,Employed full-time
Pakistan,Male,30000,Employed full-time
Philippines,Male,Rather not say,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,50000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,30000,Freelance / Contractor
Poland,Male,10000,Employed full-time
Poland,Male,50000,Employed full-time
Portugal,Male,10000,Employed full-time
Portugal,Male,Rather not say,Freelance / Contractor
Romania,Male,10000,Freelance / Contractor
Romania,Male,10000,Employed full-time
Russian Federation,Male,10000,Employed full-time
Russian Federation,Male,50000,Employed full-time
Russian Federation,Male,10000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,,Employed full-time
Russian Federation,Male,10000,Employed full-time
Serbia,Male,10000,Employed full-time
Slovakia,Male,10000,Employed full-time
Slovenia,Male,,Freelance / Contractor
Slovenia,Female,,Employed full-time
Slovenia,Male,30000,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Male,50000,Employed full-time
Spain,Male,50000,Employed full-time
Sweden,Male,30000,Employed full-time
Sweden,Male,30000,Freelance / Contractor
Sweden,Male,50000,Employed full-time
Switzerland,Male,90000,Employed full-time
Thailand,Male,70000,Freelance / Contractor
Thailand,Male,10000,Employed full-time
Thailand,Male,30000,Employed part-time
Turkey,Male,30000,Employed full-time
Ukraine,Male,30000,Employed full-time
Ukraine,Male,10000,Employed full-time
Ukraine,Male,10000,Freelance / Contractor
Ukraine,Male,Unemployed,Freelance / Contractor
Ukraine,Male,30000,Employed part-time
Ukraine,Male,,Employed full-time
United Arab Emirates,Male,10000,Employed full-time
United Kingdom,Female,10000,Employed full-time
United Kingdom,Male,10000,Employed full-time
United Kingdom,Male,10000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Female,10000,Employed full-time
United Kingdom,Male,30000,Freelance / Contractor
United Kingdom,Male,50000,Freelance / Contractor
United Kingdom,Male,10000,Employed full-time
United Kingdom,Female,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,50000,Employed full-time
United States,Female,10000,Freelance / Contractor
United States,Female,70000,Employed full-time
United States,Male,30000,Employed full-time
United States,Female,Unemployed,Freelance / Contractor
United States,Male,Unemployed,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,50000,Employed full-time
United States,Female,,Employed full-time
United States,Female,90000,Employed full-time
United States,Male,70000,Freelance / Contractor
United States,Male,30000,Freelance / Contractor
United States,Male,170000,Employed full-time
United States,Male,70000,Freelance / Contractor
United States,Male,30000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,10000,Freelance / Contractor
United States,Male,50000,Freelance / Contractor
United States,Male,50000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,50000,Freelance / Contractor
United States,Male,30000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,110000,Employed full-time
Vietnam,Male,10000,Freelance / Contractor
Vietnam,Male,30000,Employed full-time
N/A,Male,,
N/A,Male,,
N/A,Male,,
N/A,,,
Cambodia,Male,,I'm a student
N/A,Male,,
N/A,,,
N/A,Male,,
N/A,Male,,
N/A,,,
N/A,Male,,
N/A,Male,Unemployed,I'm a student
N/A,Female,150000,Employed full-time
N/A,Male,10000,I'm a student
N/A,Male,30000,Employed full-time
Afghanistan,Male,,
Argentina,Male,,
Argentina,Male,10000,Employed full-time
Argentina,Male,Unemployed,Unemployed
Armenia,Male,,
Armenia,Male,,
Australia,Female,Rather not say,Prefer not to disclose
Australia,Male,,
Australia,Male,Unemployed,I'm a student
Australia,Male,50000,Employed full-time
Austria,Male,,
Austria,Male,30000,Employed full-time
Belarus,Male,30000,Employed full-time
Brazil,Female,10000,I'm a student
Brazil,Male,10000,I'm a student
Brazil,Female,,
Brazil,Male,30000,Employed full-time
Bulgaria,Male,,I'm a student
Bulgaria,Male,30000,Employed full-time
Canada,Male,10000,Employed part-time
Canada,Male,Unemployed,I'm a student
Canada,Male,Unemployed,I'm a student
Canada,Male,Rather not say,I'm a student
Canada,Male,30000,I'm a student
Canada,Male,10000,I'm a student
Canada,Male,,
Canada,Male,90000,I'm a student
China,Male,30000,Employed full-time
China,,10000,I'm a student
China,Male,Unemployed,I'm a student
Costa Rica,Male,,
Croatia,Male,10000,Employed full-time
Czech Republic,Male,Rather not say,I'm a student
Czech Republic,Male,Unemployed,Unemployed
Czech Republic,Female,,
Denmark,Male,Unemployed,I'm a student
Denmark,Male,10000,I'm a student
Denmark,Male,,I'm a student
Denmark,Male,,Retired
Denmark,Male,Rather not say,I'm a student
Denmark,Male,,
Egypt,Male,Rather not say,Employed part-time
Estonia,Male,Unemployed,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,,Employed full-time
Finland,Male,,
Finland,Male,,I'm a student
Finland,Male,,
France,Male,,Freelance / Contractor
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,30000,Freelance / Contractor
France,Male,,Employed full-time
France,Male,Unemployed,I'm a student
France,Male,,
France,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,Employed full-time
Germany,Male,,
Germany,Male,,
Germany,Male,10000,I'm a student
Germany,Male,,
Germany,Prefer not to disclose,Rather not say,Employed full-time
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,90000,Employed full-time
Germany,Prefer not to disclose,Unemployed,I'm a student
Germany,Male,,
Germany,Male,,Freelance / Contractor
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,Prefer not to disclose
Germany,Male,Rather not say,I'm a student
Germany,Female,,
Germany,Male,30000,I'm a student
Germany,Male,Rather not say,Employed full-time
Germany,Male,,I'm a student
Greece,Male,Rather not say,Prefer not to disclose
Greece,Male,Unemployed,I'm a student
Hungary,Male,,
Hungary,Male,Unemployed,Freelance / Contractor
Hungary,Male,,
Iceland,Male,,
India,Male,,Other
India,Male,,
India,Male,50000,Employed full-time
India,Male,30000,Employed full-time
India,Male,,
India,Female,10000,Employed full-time
India,Male,30000,Prefer not to disclose
India,Male,,I'm a student
India,Female,,
India,Female,Unemployed,I'm a student
India,Male,,
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,,
India,Male,,Employed full-time
India,Male,,
India,Female,,
India,Male,,
India,Male,,
India,Male,90000,Employed part-time
India,Female,,Employed full-time
India,Female,,
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,30000,Employed full-time
India,Male,,
India,Male,,Employed full-time
India,Female,Rather not say,I'm a student
India,Male,,
India,Male,10000,Employed full-time
India,Male,,Employed full-time
India,Male,,
India,Male,10000,Employed full-time
India,Male,Rather not say,Prefer not to disclose
India,Male,,
India,Male,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Female,,
India,Male,10000,Employed full-time
India,Male,10000,I'm a student
India,Male,,
India,Female,,
India,Female,10000,Employed full-time
India,Male,,
India,Female,10000,Employed full-time
India,Male,,Employed full-time
India,Male,,
India,Male,,
India,Male,,
India,Female,10000,Employed full-time
India,Male,10000,Prefer not to disclose
India,Male,,Prefer not to disclose
India,Female,Unemployed,Unemployed
Indonesia,Male,10000,Employed full-time
Indonesia,Male,,
Indonesia,Male,Unemployed,I'm a student
Iran,Male,,
Iran,Male,,I'm a student
Iran,Male,10000,Employed full-time
Iraq,Other,Unemployed,Unemployed
Israel,Male,,Freelance / Contractor
Israel,Male,50000,Employed full-time
Israel,Male,Unemployed,I'm a student
Italy,Male,,Employed full-time
Italy,Male,10000,Employed part-time
Italy,Male,10000,Freelance / Contractor
Italy,Male,,
Italy,Male,Unemployed,I'm a student
Kenya,Male,10000,I'm a student
Korea South,Female,10000,Employed full-time
Korea South,Female,,
Latvia,Male,10000,Employed full-time
Latvia,Male,,
Macedonia,Male,,
Mexico,Male,50000,Prefer not to disclose
Moldova,Male,,
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Rather not say,Employed full-time
Netherlands,Male,10000,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,30000,Employed full-time
Netherlands,Male,,
Netherlands,Male,50000,Employed full-time
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,30000,I'm a student
Netherlands,Male,10000,I'm a student
New Zealand,Male,30000,I'm a student
Nigeria,Male,Unemployed,Unemployed
Pakistan,Male,90000,Freelance / Contractor
Philippines,Female,,I'm a student
Philippines,Male,,
Philippines,Male,10000,I'm a student
Philippines,Male,,
Poland,Male,Rather not say,Freelance / Contractor
Poland,Male,10000,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,,
Poland,Male,,
Poland,Female,,
Poland,Male,,I'm a student
Poland,Male,10000,Employed part-time
Poland,Male,,
Poland,Male,30000,Employed full-time
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Portugal,Male,Rather not say,Employed full-time
Portugal,Male,,
Romania,Male,,Unemployed
Romania,Male,,
Romania,Male,10000,Employed full-time
Russian Federation,Female,Unemployed,I'm a student
Russian Federation,,,
Russian Federation,Male,,
Russian Federation,Male,,
